0.69687,20,0.30137
0.67915,22,0.30137
0.73834,20,0.29863
0.73873,22,0.29863
0.77264,20,0.29589
0.77758,22,0.29589
0.78467,20,0.29315
0.77877,22,0.29315
0.7442,20,0.29041
0.73242,22,0.29041
0.75324,20,0.28767
0.74253,22,0.28767
0.73984,20,0.28493
0.72723,22,0.28493
0.70069,20,0.28219
0.728,22,0.28219
0.76815,20,0.27945
0.746,22,0.27945
0.74974,20,0.27671
0.73387,22,0.27671
0.73206,25,0.27671
0.78558,20,0.27397
0.76388,22,0.27397
0.77434,25,0.27397
0.82218,20,0.27123
0.80683,22,0.27123
0.82273,25,0.27123
0.84604,20,0.26849
0.83289,22,0.26849
0.85302,25,0.26849
0.81229,20,0.26575
0.80512,22,0.26575
0.81562,25,0.26575
0.86965,19,0.26301
0.8677,19.5,0.26301
0.85992,20,0.26301
0.84437,22,0.26301
0.83786,25,0.26301
0.84367,25.5,0.26301
0.84548,26,0.26301
0.85496,19,0.26027
0.85451,19.5,0.26027
0.84808,20,0.26027
0.83492,22,0.26027
0.82768,25,0.26027
0.82707,25.5,0.26027
0.82476,26,0.26027
0.83095,19,0.25753
0.83043,19.5,0.25753
0.82382,20,0.25753
0.80934,22,0.25753
0.79439,25,0.25753
0.79717,25.5,0.25753
0.79602,26,0.25753
0.77927,19,0.25479
0.77741,19.5,0.25479
0.76946,20,0.25479
0.74604,22,0.25479
0.71934,25,0.25479
0.71775,25.5,0.25479
0.71419,26,0.25479
0.79561,19,0.25205
0.791,19.5,0.25205
0.78061,20,0.25205
0.76125,22,0.25205
0.74844,25,0.25205
0.74959,25.5,0.25205
0.74674,26,0.25205
0.72647,19,0.24932
0.7214,19.5,0.24932
0.71359,20,0.24932
0.68683,22,0.24932
0.65124,25,0.24932
0.64662,25.5,0.24932
0.63983,26,0.24932
0.73324,19,0.24658
0.72978,19.5,0.24658
0.72019,20,0.24658
0.69412,22,0.24658
0.66104,25,0.24658
0.65797,25.5,0.24658
0.6527,26,0.24658
0.72301,19,0.24384
0.71863,19.5,0.24384
0.70817,20,0.24384
0.67843,22,0.24384
0.64301,25,0.24384
0.66901,25.5,0.24384
0.68977,26,0.24384
0.72136,19,0.2411
0.71559,19.5,0.2411
0.70703,20,0.2411
0.68203,22,0.2411
0.64741,25,0.2411
0.64536,25.5,0.2411
0.63892,26,0.2411
0.76492,19,0.23836
0.76086,19.5,0.23836
0.75396,20,0.23836
0.73123,22,0.23836
0.70321,25,0.23836
0.70014,25.5,0.23836
0.69493,26,0.23836
0.75005,19,0.23562
0.74734,19.5,0.23562
0.73822,20,0.23562
0.70878,22,0.23562
0.67301,25,0.23562
0.67068,25.5,0.23562
0.66606,26,0.23562
0.71144,19,0.23288
0.70593,19.5,0.23288
0.69424,20,0.23288
0.66422,22,0.23288
0.61711,25,0.23288
0.61457,25.5,0.23288
0.6074,26,0.23288
0.68151,19,0.23014
0.67635,19.5,0.23014
0.66476,20,0.23014
0.62337,22,0.23014
0.56379,25,0.23014
0.55793,25.5,0.23014
0.54718,26,0.23014
0.71804,19,0.2274
0.71159,19.5,0.2274
0.69901,20,0.2274
0.67346,22,0.2274
0.62216,25,0.2274
0.61862,25.5,0.2274
0.6104,26,0.2274
0.71925,19,0.22466
0.71346,19.5,0.22466
0.70137,20,0.22466
0.66203,22,0.22466
0.60712,25,0.22466
0.60222,25.5,0.22466
0.59258,26,0.22466
0.70606,19,0.22192
0.69957,19.5,0.22192
0.68677,20,0.22192
0.64145,22,0.22192
0.56679,25,0.22192
0.56268,25.5,0.22192
0.55563,26,0.22192
0.7242,19,0.21918
0.72079,19.5,0.21918
0.71061,20,0.21918
0.67005,22,0.21918
0.61303,25,0.21918
0.6081,25.5,0.21918
0.59841,26,0.21918
0.71829,19,0.21644
0.71446,19.5,0.21644
0.70384,20,0.21644
0.66124,22,0.21644
0.5956,25,0.21644
0.58987,25.5,0.21644
0.57925,26,0.21644
0.71307,19,0.2137
0.70322,19.5,0.2137
0.69076,20,0.2137
0.64578,22,0.2137
0.57431,25,0.2137
0.56549,25.5,0.2137
0.55386,26,0.2137
0.7387,19,0.21096
0.73242,19.5,0.21096
0.7231,20,0.21096
0.68537,22,0.21096
0.62974,25,0.21096
0.62122,25.5,0.21096
0.60802,26,0.21096
0.71187,19,0.20822
0.70485,19.5,0.20822
0.69471,20,0.20822
0.65271,22,0.20822
0.58246,25,0.20822
0.57171,25.5,0.20822
0.55812,26,0.20822
0.69895,19,0.20548
0.69075,19.5,0.20548
0.67946,20,0.20548
0.62973,22,0.20548
0.57816,24,0.20548
0.56667,24.5,0.20548
0.54997,25,0.20548
0.53703,25.5,0.20548
0.52093,26,0.20548
0.68672,19,0.20274
0.67602,19.5,0.20274
0.66237,20,0.20274
0.60597,22,0.20274
0.54544,24,0.20274
0.53288,24.5,0.20274
0.51469,25,0.20274
0.49986,25.5,0.20274
0.47906,26,0.20274
0.70985,19,0.2
0.69919,19.5,0.2
0.68225,20,0.2
0.63333,22,0.2
0.57705,24,0.2
0.56367,24.5,0.2
0.54697,25,0.2
0.54757,25.5,0.2
0.54464,26,0.2
0.64081,19,0.19726
0.62902,19.5,0.19726
0.61065,20,0.19726
0.54407,22,0.19726
0.46797,24,0.19726
0.4479,24.5,0.19726
0.42043,25,0.19726
0.39692,25.5,0.19726
0.36368,26,0.19726
0.66245,19,0.19452
0.64675,19.5,0.19452
0.62841,20,0.19452
0.5766,22,0.19452
0.51303,24,0.19452
0.49621,24.5,0.19452
0.47543,25,0.19452
0.48584,25.5,0.19452
0.48989,26,0.19452
0.63297,19,0.19178
0.6176,19.5,0.19178
0.59918,20,0.19178
0.53114,22,0.19178
0.45064,24,0.19178
0.42869,24.5,0.19178
0.40111,25,0.19178
0.36644,25.5,0.19178
0.31847,26,0.19178
0.657,19,0.18904
0.64595,19.5,0.18904
0.63143,20,0.18904
0.56645,22,0.18904
0.49552,24,0.18904
0.47655,24.5,0.18904
0.45291,25,0.18904
0.46888,25.5,0.18904
0.47845,26,0.18904
0.61022,19,0.1863
0.60101,19.5,0.1863
0.58777,20,0.1863
0.51865,22,0.1863
0.43826,24,0.1863
0.4165,24.5,0.1863
0.38624,25,0.1863
0.3642,25.5,0.1863
0.33054,26,0.1863
0.631,19,0.18356
0.62149,19.5,0.18356
0.60805,20,0.18356
0.53918,22,0.18356
0.4614,24,0.18356
0.44594,24.5,0.18356
0.42519,25,0.18356
0.41648,25.5,0.18356
0.39922,26,0.18356
0.60877,19,0.18082
0.60726,19.5,0.18082
0.59692,20,0.18082
0.53202,22,0.18082
0.45336,24,0.18082
0.43786,24.5,0.18082
0.41706,25,0.18082
0.40301,25.5,0.18082
0.38257,26,0.18082
0.63183,19,0.17808
0.63258,19.5,0.17808
0.62415,20,0.17808
0.56693,22,0.17808
0.49678,24,0.17808
0.48525,24.5,0.17808
0.46918,25,0.17808
0.46311,25.5,0.17808
0.44967,26,0.17808
0.66977,19,0.17534
0.66269,19.5,0.17534
0.65158,20,0.17534
0.59723,22,0.17534
0.53576,24,0.17534
0.52469,24.5,0.17534
0.5071,25,0.17534
0.50236,25.5,0.17534
0.4908,26,0.17534
0.74326,19,0.1726
0.73553,19.5,0.1726
0.72409,20,0.1726
0.67889,22,0.1726
0.63282,24,0.1726
0.62818,24.5,0.1726
0.61744,25,0.1726
0.6301,25.5,0.1726
0.63667,26,0.1726
0.69402,19,0.16986
0.68485,19.5,0.16986
0.66816,20,0.16986
0.60879,22,0.16986
0.54396,24,0.16986
0.53207,24.5,0.16986
0.51322,25,0.16986
0.51774,25.5,0.16986
0.49197,26,0.16986
0.67653,19,0.16712
0.66387,19.5,0.16712
0.64761,20,0.16712
0.58823,22,0.16712
0.51768,24,0.16712
0.4993,24.5,0.16712
0.47861,25,0.16712
0.46558,25.5,0.16712
0.455,26,0.16712
0.7072,19,0.16438
0.69644,19.5,0.16438
0.68187,20,0.16438
0.62784,22,0.16438
0.56579,24,0.16438
0.54681,24.5,0.16438
0.53374,25,0.16438
0.52643,25.5,0.16438
0.51705,26,0.16438
0.67633,19,0.16164
0.66583,19.5,0.16164
0.64757,20,0.16164
0.57997,22,0.16164
0.50691,24,0.16164
0.47975,24.5,0.16164
0.46029,25,0.16164
0.54624,25.5,0.16164
0.46993,26,0.16164
0.71942,19,0.1589
0.70917,19.5,0.1589
0.6951,20,0.1589
0.63953,22,0.1589
0.57777,24,0.1589
0.5615,24.5,0.1589
0.54881,25,0.1589
0.5394,25.5,0.1589
0.5306,26,0.1589
0.75475,18,0.15616
0.72973,19,0.15616
0.7207,19.5,0.15616
0.70372,20,0.15616
0.64687,22,0.15616
0.58835,24,0.15616
0.57371,24.5,0.15616
0.56016,25,0.15616
0.55261,25.5,0.15616
0.57672,26,0.15616
0.71312,18,0.15342
0.68528,19,0.15342
0.67449,19.5,0.15342
0.65565,20,0.15342
0.59168,22,0.15342
0.51606,24,0.15342
0.49812,24.5,0.15342
0.47489,25,0.15342
0.45931,25.5,0.15342
0.47649,26,0.15342
0.72659,18,0.15068
0.70827,19,0.15068
0.69291,19.5,0.15068
0.67431,20,0.15068
0.61596,22,0.15068
0.55405,24,0.15068
0.54002,24.5,0.15068
0.52145,25,0.15068
0.51123,25.5,0.15068
0.4986,26,0.15068
0.70372,18,0.14795
0.67588,19,0.14795
0.66402,19.5,0.14795
0.64382,20,0.14795
0.6109,21,0.14795
0.59657,21.5,0.14795
0.57846,22,0.14795
0.50212,24,0.14795
0.48432,24.5,0.14795
0.46155,25,0.14795
0.44657,25.5,0.14795
0.43092,26,0.14795
0.80715,18,0.14521
0.78642,19,0.14521
0.77867,19.5,0.14521
0.76222,20,0.14521
0.75209,20.5,0.14521
0.73851,21,0.14521
0.7296,21.5,0.14521
0.71715,22,0.14521
0.67065,24,0.14521
0.66299,24.5,0.14521
0.64901,25,0.14521
0.65006,25.5,0.14521
0.64963,26,0.14521
0.81454,18,0.14247
0.79359,19,0.14247
0.78575,19.5,0.14247
0.76913,20,0.14247
0.75888,20.5,0.14247
0.74516,21,0.14247
0.73615,21.5,0.14247
0.72356,22,0.14247
0.67653,24,0.14247
0.66876,24.5,0.14247
0.65732,25,0.14247
0.65563,25.5,0.14247
0.65515,26,0.14247
0.82749,18,0.13973
0.84365,19,0.13973
0.83568,19.5,0.13973
0.82934,20,0.13973
0.81431,20.5,0.13973
0.80584,21,0.13973
0.80233,21.5,0.13973
0.79099,22,0.13973
0.7536,24,0.13973
0.74651,24.5,0.13973
0.7362,25,0.13973
0.72837,25.5,0.13973
0.72004,26,0.13973
0.79246,18,0.13699
0.80482,19,0.13699
0.79511,19.5,0.13699
0.78692,20,0.13699
0.77487,20.5,0.13699
0.76402,21,0.13699
0.75795,21.5,0.13699
0.74413,22,0.13699
0.69838,24,0.13699
0.68783,24.5,0.13699
0.67387,25,0.13699
0.66482,25.5,0.13699
0.65484,26,0.13699
0.7519,18,0.13425
0.7281,19,0.13425
0.71362,19.5,0.13425
0.7065,20,0.13425
0.68996,20.5,0.13425
0.67932,21,0.13425
0.66885,21.5,0.13425
0.65061,22,0.13425
0.63652,22.5,0.13425
0.64884,23,0.13425
0.59489,24,0.13425
0.58123,24.5,0.13425
0.56348,25,0.13425
0.54713,25.5,0.13425
0.52908,26,0.13425
0.52221,26.5,0.13425
0.51033,27,0.13425
0.75821,18,0.13151
0.73177,19,0.13151
0.72195,19.5,0.13151
0.70787,20,0.13151
